Trial_ID,Generation_Model,Evaluation_Model,Precision,Recall,F1
NCT00283686,gpt4-omni-zs,bert-scores-07,0.09523809523809523,0.05263157894736842,0.06779661016949153
NCT00283686,gpt4-omni-zs,bert-scores-08,0.09523809523809523,0.05263157894736842,0.06779661016949153
NCT00283686,gpt4-omni-zs,bert-scores-09,0.09523809523809523,0.05263157894736842,0.06779661016949153
NCT00283686,gpt4-omni-zs,gpt4-omni-score,0.14285714285714285,0.07894736842105263,0.1016949152542373
NCT00283686,gpt4-turbo-ts,bert-scores-06,0.2857142857142857,0.10526315789473684,0.15384615384615385
NCT00283686,gpt4-turbo-ts,bert-scores-07,0.21428571428571427,0.07894736842105263,0.11538461538461539
NCT00283686,gpt4-turbo-ts,bert-scores-08,0.14285714285714285,0.05263157894736842,0.07692307692307693
NCT00283686,gpt4-turbo-ts,bert-scores-09,0.07142857142857142,0.02631578947368421,0.038461538461538464
NCT00283686,gpt4-turbo-ts,gpt4-omni-score,0.21428571428571427,0.07894736842105263,0.11538461538461539
NCT00283686,gpt4-turbo-zs,bert-scores-06,0.15789473684210525,0.07894736842105263,0.10526315789473684
NCT00283686,gpt4-turbo-zs,bert-scores-07,0.10526315789473684,0.05263157894736842,0.07017543859649122
NCT00283686,gpt4-turbo-zs,bert-scores-08,0.10526315789473684,0.05263157894736842,0.07017543859649122
NCT00283686,gpt4-turbo-zs,bert-scores-09,0.05263157894736842,0.02631578947368421,0.03508771929824561
NCT00283686,gpt4-turbo-zs,gpt4-omni-score,0.10526315789473684,0.05263157894736842,0.07017543859649122
NCT00283686,llama3-70b-in-ts,bert-scores-06,0.46153846153846156,0.15789473684210525,0.23529411764705882
NCT00283686,llama3-70b-in-ts,bert-scores-07,0.38461538461538464,0.13157894736842105,0.196078431372549
NCT00283686,llama3-70b-in-ts,bert-scores-08,0.23076923076923078,0.07894736842105263,0.11764705882352941
NCT00283686,llama3-70b-in-ts,bert-scores-09,0.15384615384615385,0.05263157894736842,0.0784313725490196
NCT00283686,llama3-70b-in-ts,gpt4-omni-score,0.3076923076923077,0.10526315789473684,0.1568627450980392
NCT00283686,llama3-70b-in-zs,bert-scores-06,0.3333333333333333,0.13157894736842105,0.18867924528301885
NCT00283686,llama3-70b-in-zs,bert-scores-07,0.2,0.07894736842105263,0.11320754716981134
NCT00283686,llama3-70b-in-zs,bert-scores-08,0.13333333333333333,0.05263157894736842,0.07547169811320754
NCT00283686,llama3-70b-in-zs,bert-scores-09,0.06666666666666667,0.02631578947368421,0.03773584905660377
NCT00283686,llama3-70b-in-zs,gpt4-omni-score,0.3333333333333333,0.13157894736842105,0.18867924528301885
NCT00329030,gpt4-omni-ts,bert-scores-06,0.23529411764705882,0.5,0.31999999999999995
NCT00329030,gpt4-omni-ts,bert-scores-07,0.17647058823529413,0.375,0.24
NCT00329030,gpt4-omni-ts,bert-scores-08,0.11764705882352941,0.25,0.15999999999999998
NCT00329030,gpt4-omni-ts,bert-scores-09,0.11764705882352941,0.25,0.15999999999999998
NCT00329030,gpt4-omni-ts,gpt4-omni-score,0.29411764705882354,0.625,0.4
NCT00329030,gpt4-omni-zs,bert-scores-06,0.14285714285714285,0.375,0.20689655172413796
NCT00329030,gpt4-omni-zs,bert-scores-07,0.09523809523809523,0.25,0.13793103448275862
NCT00329030,gpt4-omni-zs,bert-scores-08,0.047619047619047616,0.125,0.06896551724137931
NCT00329030,gpt4-omni-zs,bert-scores-09,0.047619047619047616,0.125,0.06896551724137931
NCT00329030,gpt4-omni-zs,gpt4-omni-score,0.23809523809523808,0.625,0.3448275862068965
NCT00329030,gpt4-turbo-ts,bert-scores-06,0.2,0.5,0.28571428571428575
NCT00329030,gpt4-turbo-ts,bert-scores-07,0.15,0.375,0.21428571428571425
NCT00329030,gpt4-turbo-ts,bert-scores-08,0.1,0.25,0.14285714285714288
NCT00329030,gpt4-turbo-ts,bert-scores-09,0.1,0.25,0.14285714285714288
NCT00329030,gpt4-turbo-ts,gpt4-omni-score,0.3,0.75,0.4285714285714285
NCT00329030,gpt4-turbo-zs,bert-scores-06,0.15,0.375,0.21428571428571425
NCT00329030,gpt4-turbo-zs,bert-scores-07,0.1,0.25,0.14285714285714288
NCT00329030,gpt4-turbo-zs,bert-scores-08,0.05,0.125,0.07142857142857144
NCT00329030,gpt4-turbo-zs,bert-scores-09,0.05,0.125,0.07142857142857144
NCT00329030,gpt4-turbo-zs,gpt4-omni-score,0.3,0.75,0.4285714285714285
NCT00329030,llama3-70b-in-ts,bert-scores-06,0.25,0.5,0.3333333333333333
NCT00329030,llama3-70b-in-ts,bert-scores-07,0.1875,0.375,0.25
NCT00329030,llama3-70b-in-ts,bert-scores-08,0.0625,0.125,0.08333333333333333
NCT00329030,llama3-70b-in-ts,bert-scores-09,0.0625,0.125,0.08333333333333333
NCT00329030,llama3-70b-in-ts,gpt4-omni-score,0.3125,0.625,0.4166666666666667
NCT00329030,llama3-70b-in-zs,bert-scores-06,0.2857142857142857,0.5,0.36363636363636365
NCT00329030,llama3-70b-in-zs,bert-scores-07,0.21428571428571427,0.375,0.2727272727272727
NCT00329030,llama3-70b-in-zs,bert-scores-08,0.14285714285714285,0.25,0.18181818181818182
NCT00329030,llama3-70b-in-zs,bert-scores-09,0.14285714285714285,0.25,0.18181818181818182
NCT00329030,llama3-70b-in-zs,gpt4-omni-score,0.35714285714285715,0.625,0.45454545454545453
NCT00360334,gpt4-omni-ts,bert-scores-06,0.4117647058823529,0.7777777777777778,0.5384615384615384
NCT00360334,gpt4-omni-ts,bert-scores-07,0.4117647058823529,0.7777777777777778,0.5384615384615384
NCT00360334,gpt4-omni-ts,bert-scores-08,0.35294117647058826,0.6666666666666666,0.46153846153846156
NCT00360334,gpt4-omni-ts,bert-scores-09,0.35294117647058826,0.6666666666666666,0.46153846153846156
NCT00360334,gpt4-omni-ts,gpt4-omni-score,0.5294117647058824,1.0,0.6923076923076924
NCT00360334,gpt4-omni-zs,bert-scores-06,0.3333333333333333,0.5555555555555556,0.4166666666666667
NCT00360334,gpt4-omni-zs,bert-scores-07,0.3333333333333333,0.5555555555555556,0.4166666666666667
NCT00360334,gpt4-omni-zs,bert-scores-08,0.2,0.3333333333333333,0.25
NCT00360334,gpt4-omni-zs,bert-scores-09,0.13333333333333333,0.2222222222222222,0.16666666666666669
NCT00360334,gpt4-omni-zs,gpt4-omni-score,0.6,1.0,0.7499999999999999
NCT00360334,gpt4-turbo-ts,bert-scores-06,0.46153846153846156,0.6666666666666666,0.5454545454545455
NCT00360334,gpt4-turbo-ts,bert-scores-07,0.46153846153846156,0.6666666666666666,0.5454545454545455
NCT00360334,gpt4-turbo-ts,bert-scores-08,0.38461538461538464,0.5555555555555556,0.4545454545454546
NCT00360334,gpt4-turbo-ts,bert-scores-09,0.38461538461538464,0.5555555555555556,0.4545454545454546
NCT00360334,gpt4-turbo-ts,gpt4-omni-score,0.6153846153846154,0.8888888888888888,0.7272727272727274
NCT00360334,gpt4-turbo-zs,bert-scores-06,0.625,0.5555555555555556,0.5882352941176471
NCT00360334,gpt4-turbo-zs,bert-scores-07,0.625,0.5555555555555556,0.5882352941176471
NCT00360334,gpt4-turbo-zs,bert-scores-08,0.5,0.4444444444444444,0.47058823529411764
NCT00360334,gpt4-turbo-zs,bert-scores-09,0.375,0.3333333333333333,0.35294117647058826
NCT00360334,gpt4-turbo-zs,gpt4-omni-score,0.75,0.6666666666666666,0.7058823529411765
NCT00360334,llama3-70b-in-ts,bert-scores-06,0.2777777777777778,0.5555555555555556,0.3703703703703704
NCT00360334,llama3-70b-in-ts,bert-scores-07,0.2777777777777778,0.5555555555555556,0.3703703703703704
NCT00360334,llama3-70b-in-ts,bert-scores-08,0.2222222222222222,0.4444444444444444,0.2962962962962963
NCT00360334,llama3-70b-in-ts,bert-scores-09,0.2222222222222222,0.4444444444444444,0.2962962962962963
NCT00360334,llama3-70b-in-ts,gpt4-omni-score,0.3888888888888889,0.7777777777777778,0.5185185185185185
NCT00360334,llama3-70b-in-zs,bert-scores-06,0.4,0.6666666666666666,0.5
NCT00360334,llama3-70b-in-zs,bert-scores-07,0.4,0.6666666666666666,0.5
NCT00360334,llama3-70b-in-zs,bert-scores-08,0.3333333333333333,0.5555555555555556,0.4166666666666667
NCT00360334,llama3-70b-in-zs,bert-scores-09,0.3333333333333333,0.5555555555555556,0.4166666666666667
NCT00360334,llama3-70b-in-zs,gpt4-omni-score,0.5333333333333333,0.8888888888888888,0.6666666666666667
NCT00395746,gpt4-omni-ts,bert-scores-06,0.3333333333333333,1.0,0.5
NCT00395746,gpt4-omni-ts,bert-scores-07,0.3333333333333333,1.0,0.5
NCT00395746,gpt4-omni-ts,bert-scores-08,0.3333333333333333,1.0,0.5
NCT00395746,gpt4-omni-ts,bert-scores-09,0.3333333333333333,1.0,0.5
NCT00395746,gpt4-omni-ts,gpt4-omni-score,0.3333333333333333,1.0,0.5
NCT00395746,gpt4-omni-zs,bert-scores-06,0.38461538461538464,1.0,0.5555555555555556
NCT00395746,gpt4-omni-zs,bert-scores-07,0.38461538461538464,1.0,0.5555555555555556
NCT00395746,gpt4-omni-zs,bert-scores-08,0.38461538461538464,1.0,0.5555555555555556
NCT00395746,gpt4-omni-zs,bert-scores-09,0.3076923076923077,0.8,0.4444444444444444
NCT00395746,gpt4-omni-zs,gpt4-omni-score,0.38461538461538464,1.0,0.5555555555555556
NCT00395746,gpt4-turbo-ts,bert-scores-06,0.4166666666666667,1.0,0.5882352941176471
NCT00395746,gpt4-turbo-ts,bert-scores-07,0.4166666666666667,1.0,0.5882352941176471
NCT00395746,gpt4-turbo-ts,bert-scores-08,0.4166666666666667,1.0,0.5882352941176471
NCT00395746,gpt4-turbo-ts,bert-scores-09,0.4166666666666667,1.0,0.5882352941176471
NCT00395746,gpt4-turbo-ts,gpt4-omni-score,0.4166666666666667,1.0,0.5882352941176471
NCT00395746,gpt4-turbo-zs,bert-scores-06,0.5555555555555556,1.0,0.7142857142857143
NCT00395746,gpt4-turbo-zs,bert-scores-07,0.5555555555555556,1.0,0.7142857142857143
NCT00395746,gpt4-turbo-zs,bert-scores-08,0.5555555555555556,1.0,0.7142857142857143
NCT00395746,gpt4-turbo-zs,bert-scores-09,0.3333333333333333,0.6,0.42857142857142855
NCT00395746,gpt4-turbo-zs,gpt4-omni-score,0.5555555555555556,1.0,0.7142857142857143
NCT00395746,llama3-70b-in-ts,bert-scores-06,0.35714285714285715,1.0,0.5263157894736842
NCT00395746,llama3-70b-in-ts,bert-scores-07,0.35714285714285715,1.0,0.5263157894736842
NCT00395746,llama3-70b-in-ts,bert-scores-08,0.35714285714285715,1.0,0.5263157894736842
NCT00395746,llama3-70b-in-ts,bert-scores-09,0.35714285714285715,1.0,0.5263157894736842
NCT00395746,llama3-70b-in-ts,gpt4-omni-score,0.35714285714285715,1.0,0.5263157894736842
NCT00395746,llama3-70b-in-zs,bert-scores-06,0.5555555555555556,1.0,0.7142857142857143
NCT00395746,llama3-70b-in-zs,bert-scores-07,0.5555555555555556,1.0,0.7142857142857143
NCT00395746,llama3-70b-in-zs,bert-scores-08,0.5555555555555556,1.0,0.7142857142857143
NCT00395746,llama3-70b-in-zs,bert-scores-09,0.4444444444444444,0.8,0.5714285714285714
NCT00395746,llama3-70b-in-zs,gpt4-omni-score,0.5555555555555556,1.0,0.7142857142857143
NCT00419562,gpt4-omni-ts,bert-scores-06,0.4,0.6,0.48
NCT00419562,gpt4-omni-ts,bert-scores-07,0.26666666666666666,0.4,0.32
NCT00419562,gpt4-omni-ts,bert-scores-08,0.26666666666666666,0.4,0.32
NCT00419562,gpt4-omni-ts,bert-scores-09,0.2,0.3,0.24
NCT00419562,gpt4-omni-ts,gpt4-omni-score,0.4666666666666667,0.7,0.56
NCT00419562,gpt4-omni-zs,bert-scores-06,0.26666666666666666,0.4,0.32
NCT00419562,gpt4-omni-zs,bert-scores-07,0.2,0.3,0.24
NCT00419562,gpt4-omni-zs,bert-scores-08,0.2,0.3,0.24
NCT00419562,gpt4-omni-zs,bert-scores-09,0.2,0.3,0.24
NCT00419562,gpt4-omni-zs,gpt4-omni-score,0.3333333333333333,0.5,0.4
NCT00419562,gpt4-turbo-ts,bert-scores-06,0.36363636363636365,0.4,0.380952380952381
NCT00419562,gpt4-turbo-ts,bert-scores-07,0.18181818181818182,0.2,0.1904761904761905
NCT00419562,gpt4-turbo-ts,bert-scores-08,0.18181818181818182,0.2,0.1904761904761905
NCT00419562,gpt4-turbo-ts,bert-scores-09,0.18181818181818182,0.2,0.1904761904761905
NCT00419562,gpt4-turbo-ts,gpt4-omni-score,0.45454545454545453,0.5,0.47619047619047616
NCT00419562,gpt4-turbo-zs,bert-scores-06,0.26666666666666666,0.4,0.32
NCT00419562,gpt4-turbo-zs,bert-scores-07,0.2,0.3,0.24
NCT00419562,gpt4-turbo-zs,bert-scores-08,0.2,0.3,0.24
NCT00419562,gpt4-turbo-zs,bert-scores-09,0.13333333333333333,0.2,0.16
NCT00419562,gpt4-turbo-zs,gpt4-omni-score,0.3333333333333333,0.5,0.4
NCT00419562,llama3-70b-in-ts,bert-scores-06,0.6363636363636364,0.7,0.6666666666666666
NCT00419562,llama3-70b-in-ts,bert-scores-07,0.36363636363636365,0.4,0.380952380952381
NCT00419562,llama3-70b-in-ts,bert-scores-08,0.36363636363636365,0.4,0.380952380952381
NCT00419562,llama3-70b-in-ts,bert-scores-09,0.2727272727272727,0.3,0.28571428571428564
NCT00419562,llama3-70b-in-ts,gpt4-omni-score,0.6363636363636364,0.7,0.6666666666666666
NCT00419562,llama3-70b-in-zs,bert-scores-06,0.35714285714285715,0.5,0.41666666666666663
NCT00419562,llama3-70b-in-zs,bert-scores-07,0.21428571428571427,0.3,0.25
NCT00419562,llama3-70b-in-zs,bert-scores-08,0.21428571428571427,0.3,0.25
NCT00419562,llama3-70b-in-zs,bert-scores-09,0.21428571428571427,0.3,0.25
NCT00419562,llama3-70b-in-zs,gpt4-omni-score,0.42857142857142855,0.6,0.5
NCT00441064,gpt4-omni-ts,bert-scores-06,0.3157894736842105,0.46153846153846156,0.37499999999999994
NCT00441064,gpt4-omni-ts,bert-scores-07,0.21052631578947367,0.3076923076923077,0.25
NCT00441064,gpt4-omni-ts,bert-scores-08,0.21052631578947367,0.3076923076923077,0.25
NCT00441064,gpt4-omni-ts,bert-scores-09,0.15789473684210525,0.23076923076923078,0.18749999999999997
NCT00441064,gpt4-omni-ts,gpt4-omni-score,0.3684210526315789,0.5384615384615384,0.4375
NCT00441064,gpt4-omni-zs,bert-scores-06,0.23076923076923078,0.23076923076923078,0.23076923076923078
NCT00441064,gpt4-omni-zs,bert-scores-07,0.23076923076923078,0.23076923076923078,0.23076923076923078
NCT00441064,gpt4-omni-zs,bert-scores-08,0.23076923076923078,0.23076923076923078,0.23076923076923078
NCT00441064,gpt4-omni-zs,bert-scores-09,0.15384615384615385,0.15384615384615385,0.15384615384615385
NCT00441064,gpt4-omni-zs,gpt4-omni-score,0.3076923076923077,0.3076923076923077,0.3076923076923077
NCT00441064,gpt4-turbo-ts,bert-scores-06,0.4166666666666667,0.38461538461538464,0.4
NCT00441064,gpt4-turbo-ts,bert-scores-07,0.3333333333333333,0.3076923076923077,0.32
NCT00441064,gpt4-turbo-ts,bert-scores-08,0.3333333333333333,0.3076923076923077,0.32
NCT00441064,gpt4-turbo-ts,bert-scores-09,0.16666666666666666,0.15384615384615385,0.16
NCT00441064,gpt4-turbo-ts,gpt4-omni-score,0.5,0.46153846153846156,0.48000000000000004
NCT00441064,gpt4-turbo-zs,bert-scores-06,0.2,0.15384615384615385,0.17391304347826086
NCT00441064,gpt4-turbo-zs,bert-scores-07,0.2,0.15384615384615385,0.17391304347826086
NCT00441064,gpt4-turbo-zs,bert-scores-08,0.2,0.15384615384615385,0.17391304347826086
NCT00441064,gpt4-turbo-zs,bert-scores-09,0.2,0.15384615384615385,0.17391304347826086
NCT00441064,gpt4-turbo-zs,gpt4-omni-score,0.6,0.46153846153846156,0.5217391304347826
NCT00441064,llama3-70b-in-ts,bert-scores-06,0.25,0.23076923076923078,0.24000000000000002
NCT00441064,llama3-70b-in-ts,bert-scores-07,0.25,0.23076923076923078,0.24000000000000002
NCT00441064,llama3-70b-in-ts,bert-scores-08,0.16666666666666666,0.15384615384615385,0.16
NCT00441064,llama3-70b-in-ts,bert-scores-09,0.08333333333333333,0.07692307692307693,0.08
NCT00441064,llama3-70b-in-ts,gpt4-omni-score,0.5833333333333334,0.5384615384615384,0.5599999999999999
NCT00441064,llama3-70b-in-zs,bert-scores-06,0.25,0.23076923076923078,0.24000000000000002
NCT00441064,llama3-70b-in-zs,bert-scores-07,0.25,0.23076923076923078,0.24000000000000002
NCT00441064,llama3-70b-in-zs,bert-scores-08,0.25,0.23076923076923078,0.24000000000000002
NCT00441064,llama3-70b-in-zs,bert-scores-09,0.08333333333333333,0.07692307692307693,0.08
NCT00441064,llama3-70b-in-zs,gpt4-omni-score,0.4166666666666667,0.38461538461538464,0.4
NCT00490529,gpt4-omni-ts,bert-scores-06,0.21428571428571427,0.375,0.2727272727272727
NCT00490529,gpt4-omni-ts,bert-scores-07,0.14285714285714285,0.25,0.18181818181818182
NCT00490529,gpt4-omni-ts,bert-scores-08,0.14285714285714285,0.25,0.18181818181818182
NCT00490529,gpt4-omni-ts,bert-scores-09,0.07142857142857142,0.125,0.09090909090909091
NCT00490529,gpt4-omni-ts,gpt4-omni-score,0.2857142857142857,0.5,0.36363636363636365
NCT00490529,gpt4-omni-zs,bert-scores-06,0.3,0.375,0.33333333333333326
NCT00490529,gpt4-omni-zs,bert-scores-07,0.2,0.25,0.22222222222222224
NCT00490529,gpt4-omni-zs,bert-scores-08,0.2,0.25,0.22222222222222224
NCT00490529,gpt4-omni-zs,bert-scores-09,0.2,0.25,0.22222222222222224
NCT00490529,gpt4-omni-zs,gpt4-omni-score,0.4,0.5,0.4444444444444445
NCT00490529,gpt4-turbo-ts,bert-scores-06,0.15384615384615385,0.25,0.1904761904761905
NCT00490529,gpt4-turbo-ts,bert-scores-07,0.15384615384615385,0.25,0.1904761904761905
NCT00490529,gpt4-turbo-ts,bert-scores-08,0.15384615384615385,0.25,0.1904761904761905
NCT00490529,gpt4-turbo-ts,bert-scores-09,0.07692307692307693,0.125,0.09523809523809525
NCT00490529,gpt4-turbo-ts,gpt4-omni-score,0.3076923076923077,0.5,0.380952380952381
NCT00490529,gpt4-turbo-zs,bert-scores-06,0.25,0.25,0.25
NCT00490529,gpt4-turbo-zs,bert-scores-07,0.25,0.25,0.25
NCT00490529,gpt4-turbo-zs,bert-scores-08,0.25,0.25,0.25
NCT00490529,gpt4-turbo-zs,bert-scores-09,0.25,0.25,0.25
NCT00490529,gpt4-turbo-zs,gpt4-omni-score,0.375,0.375,0.375
NCT00490529,llama3-70b-in-ts,bert-scores-06,0.25,0.25,0.25
NCT00490529,llama3-70b-in-ts,bert-scores-07,0.25,0.25,0.25
NCT00490529,llama3-70b-in-ts,bert-scores-08,0.25,0.25,0.25
NCT00490529,llama3-70b-in-ts,bert-scores-09,0.125,0.125,0.125
NCT00490529,llama3-70b-in-ts,gpt4-omni-score,0.5,0.5,0.5
NCT00490529,llama3-70b-in-zs,bert-scores-06,0.125,0.25,0.16666666666666666
NCT00490529,llama3-70b-in-zs,bert-scores-07,0.125,0.25,0.16666666666666666
NCT00490529,llama3-70b-in-zs,bert-scores-08,0.125,0.25,0.16666666666666666
NCT00490529,llama3-70b-in-zs,bert-scores-09,0.0625,0.125,0.08333333333333333
NCT00490529,llama3-70b-in-zs,gpt4-omni-score,0.25,0.5,0.3333333333333333
NCT00552409,gpt4-omni-ts,bert-scores-06,0.375,0.75,0.5
NCT00552409,gpt4-omni-ts,bert-scores-07,0.375,0.75,0.5
NCT00552409,gpt4-omni-ts,bert-scores-08,0.3125,0.625,0.4166666666666667
NCT00552409,gpt4-omni-ts,bert-scores-09,0.25,0.5,0.3333333333333333
NCT00552409,gpt4-omni-ts,gpt4-omni-score,0.375,0.75,0.5
NCT00552409,gpt4-omni-zs,bert-scores-06,0.21428571428571427,0.375,0.2727272727272727
NCT00552409,gpt4-omni-zs,bert-scores-07,0.21428571428571427,0.375,0.2727272727272727
NCT00552409,gpt4-omni-zs,bert-scores-08,0.21428571428571427,0.375,0.2727272727272727
NCT00552409,gpt4-omni-zs,bert-scores-09,0.14285714285714285,0.25,0.18181818181818182
NCT00552409,gpt4-omni-zs,gpt4-omni-score,0.42857142857142855,0.75,0.5454545454545454
NCT00552409,gpt4-turbo-ts,bert-scores-06,0.2857142857142857,0.5,0.36363636363636365
NCT00552409,gpt4-turbo-ts,bert-scores-07,0.2857142857142857,0.5,0.36363636363636365
NCT00552409,gpt4-turbo-ts,bert-scores-08,0.21428571428571427,0.375,0.2727272727272727
NCT00552409,gpt4-turbo-ts,bert-scores-09,0.21428571428571427,0.375,0.2727272727272727
NCT00552409,gpt4-turbo-ts,gpt4-omni-score,0.35714285714285715,0.625,0.45454545454545453
NCT00552409,gpt4-turbo-zs,bert-scores-06,0.4166666666666667,0.625,0.5
NCT00552409,gpt4-turbo-zs,bert-scores-07,0.3333333333333333,0.5,0.4
NCT00552409,gpt4-turbo-zs,bert-scores-08,0.3333333333333333,0.5,0.4
NCT00552409,gpt4-turbo-zs,bert-scores-09,0.16666666666666666,0.25,0.2
NCT00552409,gpt4-turbo-zs,gpt4-omni-score,0.4166666666666667,0.625,0.5
NCT00552409,llama3-70b-in-ts,bert-scores-06,0.26666666666666666,0.5,0.3478260869565218
NCT00552409,llama3-70b-in-ts,bert-scores-07,0.2,0.375,0.26086956521739135
NCT00552409,llama3-70b-in-ts,bert-scores-08,0.2,0.375,0.26086956521739135
NCT00552409,llama3-70b-in-ts,bert-scores-09,0.2,0.375,0.26086956521739135
NCT00552409,llama3-70b-in-ts,gpt4-omni-score,0.3333333333333333,0.625,0.43478260869565216
NCT00552409,llama3-70b-in-zs,bert-scores-06,0.35714285714285715,0.625,0.45454545454545453
NCT00552409,llama3-70b-in-zs,bert-scores-07,0.2857142857142857,0.5,0.36363636363636365
NCT00552409,llama3-70b-in-zs,bert-scores-08,0.21428571428571427,0.375,0.2727272727272727
NCT00552409,llama3-70b-in-zs,bert-scores-09,0.21428571428571427,0.375,0.2727272727272727
NCT00552409,llama3-70b-in-zs,gpt4-omni-score,0.35714285714285715,0.625,0.45454545454545453
NCT00556933,gpt4-omni-ts,bert-scores-06,0.20689655172413793,0.2727272727272727,0.23529411764705882
NCT00556933,gpt4-omni-ts,bert-scores-07,0.1724137931034483,0.22727272727272727,0.19607843137254902
NCT00556933,gpt4-omni-ts,bert-scores-08,0.13793103448275862,0.18181818181818182,0.1568627450980392
NCT00556933,gpt4-omni-ts,bert-scores-09,0.10344827586206896,0.13636363636363635,0.11764705882352941
NCT00556933,gpt4-omni-ts,gpt4-omni-score,0.3103448275862069,0.4090909090909091,0.35294117647058826
NCT00556933,gpt4-omni-zs,bert-scores-06,0.21052631578947367,0.18181818181818182,0.1951219512195122
NCT00556933,gpt4-omni-zs,bert-scores-07,0.15789473684210525,0.13636363636363635,0.14634146341463414
NCT00556933,gpt4-omni-zs,bert-scores-08,0.10526315789473684,0.09090909090909091,0.0975609756097561
NCT00556933,gpt4-omni-zs,bert-scores-09,0.05263157894736842,0.045454545454545456,0.04878048780487805
NCT00556933,gpt4-omni-zs,gpt4-omni-score,0.3888888888888889,0.3181818181818182,0.35000000000000003
NCT00556933,gpt4-turbo-ts,bert-scores-06,0.4,0.2727272727272727,0.3243243243243243
NCT00556933,gpt4-turbo-ts,bert-scores-07,0.26666666666666666,0.18181818181818182,0.21621621621621623
NCT00556933,gpt4-turbo-ts,bert-scores-08,0.13333333333333333,0.09090909090909091,0.10810810810810811
NCT00556933,gpt4-turbo-ts,bert-scores-09,0.13333333333333333,0.09090909090909091,0.10810810810810811
NCT00556933,gpt4-turbo-ts,gpt4-omni-score,0.4,0.2727272727272727,0.3243243243243243
NCT00556933,gpt4-turbo-zs,bert-scores-06,0.3333333333333333,0.18181818181818182,0.23529411764705885
NCT00556933,gpt4-turbo-zs,bert-scores-07,0.25,0.13636363636363635,0.1764705882352941
